,a_b_original,a_b_rebasin,b_original_b_rebasin
0,0.737292199488491,0.737292199488491,0.6154092071611253
1,0.8711636828644501,0.8491847826086957,0.5614609974424553
2,0.7952365728900256,0.8351982097186701,0.5514705882352942
3,0.8911445012787724,0.8711636828644501,0.5374840153452686
4,0.737292199488491,0.9710677749360613,0.5434782608695652
5,0.6913363171355499,1.0070332480818414,0.5474744245524297
6,0.5574648337595908,0.9071291560102301,0.5394820971867008
7,0.5674552429667519,0.6234015345268542,0.5994245524296675
8,0.5514705882352942,0.5434782608695652,0.621403452685422
9,0.4875319693094629,0.5674552429667519,0.5874360613810742
10,0.5035166240409207,0.5634590792838875,0.5474744245524297
11,0.5115089514066496,0.5734494884910486,0.5035166240409207
12,0.5135070332480819,0.5394820971867008,0.5135070332480819
13,0.541480179028133,0.5035166240409207,0.5035166240409207
14,0.5195012787723785,0.5035166240409207,0.5115089514066496
15,0.49752237851662406,0.5175031969309463,0.4875319693094629
16,0.5015185421994884,0.49952046035805625,0.5115089514066496
17,0.5214993606138107,0.5015185421994884,0.515505115089514
18,0.515505115089514,0.4915281329923274,0.49752237851662406
19,0.4955242966751918,0.4955242966751918,0.4915281329923274
20,0.5195012787723785,0.4695492327365729,0.47154731457800514
21,0.5574648337595908,0.45356457800511507,0.48953005115089515
22,0.6194053708439897,0.4655530690537084,0.5135070332480819
23,0.6114130434782609,0.48953005115089515,0.5035166240409207
24,0.5754475703324808,0.4835358056265985,0.515505115089514
25,0.6154092071611253,0.5055147058823529,0.5055147058823529
